ID,LONG,LAT,Elevation,AAP(mm),RiverDIST(m),FaultDIST(m),Slop(Percent),Slop(Degrees),Landslide Risk
1194,45.685,34.238,865.0,171,2416.558498,15943.62132,38.466114,21.0397949,0.13999999999999999
1195,45.687,34.232,880.0,171,2428.629974,16395.19549,41.7621574,22.6664696,0.13999999999999999
1196,45.924,34.904,819.0,212,449.3501034,21079.52164,15.9678965,9.072341,0.23500000000000004
1197,46.679,34.925,1820.0,222,2256.06129,1108.750198,25.6237259,14.3720942,0.38184373515000003
1198,46.681,34.923,1857.0,222,2173.396441,844.0520943,24.6971779,13.8728285,0.4016960929275
1199,46.71,34.882,1708.0,222,254.2024668,43.74896939,19.050518,10.7859001,0.62171882729575
1200,47.146,34.783,2154.0,218,1352.792825,50.27090345,25.1887436,14.1379795,0.46122968224125
1201,46.469,34.855,1781.0,224,885.5313132,900.9371679,53.3376694,28.0744209,0.7574297124075
1202,47.061,33.488,1594.0,176,112.2736052,10024.24896,14.1091204,8.030921,0.4
1203,47.077,33.484,1721.0,176,1526.10399,11012.83297,43.7773476,23.6425285,0.38
1204,47.459,34.113,1433.0,194,389.6503894,353.1583425,19.2194386,10.8792667,0.43351312431250005
1205,47.463,34.113,1397.0,194,286.6244521,684.0090625,31.0208149,17.2343159,0.40869932031250006
1206,47.454,34.108,1281.0,194,92.34249704,186.1384912,16.0637321,9.1258783,0.44603961316000007
1207,47.503,34.112,1488.0,199,75.4180937,2905.636212,20.6960602,11.6928883,0.31000000000000005
1208,47.495,34.121,1462.0,194,413.9401789,3562.019458,20.7457352,11.7201777,0.31000000000000005
1209,47.478,34.118,1385.0,194,128.3793465,2174.004236,29.6419983,16.5108757,0.31000000000000005
1210,47.494,34.122,1431.0,194,464.3693166,3631.183745,5.9643545,3.41328,0.31000000000000005
1211,47.498,34.119,1501.0,194,382.6768758,3457.666829,23.921669,13.45329,0.4
1212,47.358,34.197,1249.0,194,57.13941717,6633.08945,6.7243066,3.8469527,0.31000000000000005
1213,47.365,34.148,1300.0,194,277.9590954,2522.407508,44.6739883,24.0722198,0.45
1214,46.638,34.116,1423.0,188,302.7548384,3956.719649,5.3007236,3.0342512,0.31000000000000005
1215,46.488,34.792,1316.0,224,238.5841614,1518.623204,10.5878115,6.0438523,0.42110325970000007
1216,46.461,34.798,1241.0,224,137.2902213,1625.960882,16.2681465,9.240016,0.4130529338500001
1217,46.499,34.808,1343.0,224,322.0688733,420.3848333,5.8172154,3.3292668,0.5034711375025
1218,47.372,34.171,1317.0,194,207.9575997,5147.157644,25.361639,14.2310925,0.31000000000000005
1219,46.455,34.836,1389.0,224,653.8878539,1444.80743,22.4673748,12.66259,0.42663944275000004
1220,46.476,34.836,1449.0,224,350.4860156,1320.444419,37.7549057,20.6839828,0.575966668575
1221,46.357,34.756,1306.0,224,350.5995915,720.2560887,41.0491104,22.3177147,0.6209807933475
1222,47.121,34.174,1593.0,194,32.29172239,2107.315191,11.5596905,6.5939479,0.4
1223,46.351,34.788,1570.0,224,1357.79603,2965.62638,43.9584656,23.7295551,0.455
1224,46.493,34.807,1324.0,224,31.98606995,158.9738223,7.1939669,4.1147509,0.5230769633275
1225,46.491,34.808,1335.0,224,245.97199,167.4652013,5.8543468,3.3504696,0.5224401099025
1226,46.424,34.805,1220.0,224,225.9181865,96.42115811,25.4767227,14.2930288,0.52776841314175
1227,46.603,33.428,1779.0,160,1896.491294,14831.56709,46.5737953,24.9731827,0.38
1228,46.479,33.483,1153.0,132,399.4202612,5444.994932,22.274456,12.5573235,0.31000000000000005
1229,46.649,33.718,955.0,170,474.1633229,181.3710221,5.3515792,3.0633068,0.29639717334250004
1230,46.695,33.735,1299.0,170,1348.516858,2870.260025,68.1173935,34.261673,0.35
1231,46.601,33.578,2149.0,170,3485.727197,2654.119531,27.9882107,15.6359825,0.24
1232,46.885,33.418,1054.0,160,748.2813185,4888.115539,12.3934736,7.0649123,0.31000000000000005
1233,46.527,33.728,1274.0,170,281.2003987,188.5783817,5.0602093,2.8968155,0.44585662137250004
1234,46.511,33.714,1338.0,170,1608.695413,1155.280977,13.9766741,7.956502,0.213353926725
1235,46.888,33.418,1058.0,160,786.3249622,4681.762244,5.6502995,3.2339447,0.31000000000000005
1236,47.492,33.808,1586.0,179,1270.404581,9257.605453,54.0796967,28.4043884,0.44
1237,47.442,33.788,985.0,179,20.82498159,5466.524628,4.5767727,2.6204689,0.16000000000000003
1238,46.684,33.638,1039.0,170,1455.815821,5348.964426,4.3874173,2.5121939,0.15
1239,46.738,33.737,1513.0,170,1458.716142,2053.436356,15.9916267,9.0855989,0.24
1240,47.453,33.755,1036.0,179,473.0727181,8679.169823,2.166791,1.2412856,0.31000000000000005
1241,47.488,33.77,1180.0,179,215.7219954,10149.35322,4.0313601,2.3085492,0.31000000000000005
1242,47.338,33.587,1439.0,179,496.6664469,14683.40323,1.155969,0.662292,0.31000000000000005
1243,47.359,33.788,1527.0,179,1085.515391,3833.067587,9.9112816,5.6602597,0.24
1244,47.354,33.774,1308.0,179,898.0308675,5450.621176,19.11203,10.8199062,0.31000000000000005
1245,46.388,33.514,1141.0,160,1853.010634,738.9567035,23.3370533,13.1360435,0.2445782472375
1246,46.3,33.707,1052.0,160,263.5763015,3899.615278,5.1346021,2.9393289,0.31000000000000005
1247,46.301,33.708,1061.0,160,324.6916741,4043.379205,4.8114319,2.7546232,0.31000000000000005
1248,46.292,33.706,1040.0,160,30.22741057,3393.707503,10.300807,5.8811851,0.31000000000000005
1249,46.296,33.708,1042.0,160,46.22407323,3784.917021,5.6502995,3.2339447,0.31000000000000005
1250,46.281,33.693,963.0,160,164.4320567,1628.423079,9.85464,5.6281204,0.18786826907500004
1251,46.271,33.686,947.0,160,280.1959572,448.0734436,17.5517273,9.9549999,0.27639449173
1252,46.294,33.708,1040.0,160,97.77492511,3681.537344,5.8141103,3.3274939,0.31000000000000005
1253,46.261,33.708,1177.0,160,529.4278785,1522.350028,28.3542175,15.8302708,0.34582374790000003
1254,46.264,33.704,1031.0,160,762.117332,1404.322527,8.3010788,4.7452884,0.3546758104750001
1255,46.296,33.709,1045.0,160,21.74324789,3876.989426,6.7243066,3.8469527,0.31000000000000005
1256,46.267,33.703,1018.0,160,719.6972077,1522.040209,5.1696506,2.9593573,0.34584698432500005
1257,46.267,33.722,1143.0,160,518.5606095,3014.943041,7.9294806,4.533771,0.31000000000000005
1258,46.296,33.705,1042.0,160,111.4331142,3508.699884,5.5111642,3.1544733,0.31000000000000005
1259,46.289,33.723,1114.0,160,572.4654423,4532.845704,6.0842533,3.4817283,0.31000000000000005
1260,46.286,33.706,1032.0,160,442.4227262,3001.044305,6.1403847,3.5137696,0.31000000000000005
1261,46.354,33.639,1300.0,160,179.3502385,5866.823115,4.0625944,2.3264158,0.31000000000000005
1262,46.422,33.659,1546.0,160,230.5441375,10241.26312,14.8693504,8.4575424,0.4
1263,46.453,33.659,1661.0,160,971.1802786,7846.958072,28.4076633,15.8586102,0.4
1264,46.341,33.691,1207.0,160,538.0758964,4855.784151,14.5041847,8.2527351,0.31000000000000005
1265,46.258,33.707,1152.0,160,811.4975468,1247.498512,21.804985,12.3007975,0.36643761160000005
1266,46.276,33.725,1119.0,160,254.4880885,3839.430457,3.9953651,2.2879589,0.31000000000000005
1267,46.242,33.739,1420.0,160,1009.024672,3225.741805,23.7253532,13.3468504,0.15
1268,46.221,33.34,439.0,132,1010.379804,13258.27707,1.6125441,0.9238396,0.0
1269,46.183,33.751,992.0,160,64.01697679,3055.576038,17.5094948,9.9315243,0.16000000000000003
1270,46.184,33.751,963.0,160,28.57540502,3012.984377,13.0782967,7.4510231,0.16000000000000003
1271,46.147,33.754,1033.0,160,944.8464053,5655.315072,10.1364641,5.7879968,0.31000000000000005
1272,46.151,33.751,1053.0,160,786.6474701,5164.837839,19.8489628,11.2266989,0.31000000000000005
1273,46.201,33.751,1452.0,160,1123.880323,2704.021473,31.3710175,17.4171715,0.15
1274,46.167,33.753,951.0,160,143.6091053,4129.434282,22.4537067,12.6551352,0.16000000000000003
1275,46.175,33.718,1034.0,160,1084.162702,2386.838603,21.7842712,12.2894678,0.15
1276,46.178,33.721,936.0,160,882.8100371,2007.073625,25.793005,14.4630709,0.16000000000000003
1277,46.158,33.769,1041.0,160,217.0532371,6010.177259,22.4255428,12.6397715,0.31000000000000005
1278,46.184,33.756,1021.0,160,55.31115927,3517.69714,6.1814189,3.5371916,0.31000000000000005
1279,46.153,33.789,1078.0,160,39.99629654,7169.833755,22.2021866,12.517868,0.31000000000000005
1280,46.155,33.789,1103.0,160,222.9654607,7353.932565,21.4366627,12.0991898,0.31000000000000005
1281,46.07,33.604,510.0,160,399.7787731,2722.299932,15.6768723,8.9096689,0.16000000000000003
1282,46.085,33.639,988.0,160,1248.783132,1709.231021,15.5612593,8.845005,0.02180767342499999
1283,46.088,33.652,997.0,160,51.0520083,2929.339705,13.4807997,7.6776438,0.16000000000000003
1284,46.077,33.65,923.0,160,619.8333799,3135.827429,35.3602371,19.4737148,0.16000000000000003
1285,46.289,33.503,1150.0,160,998.4226618,6844.038067,8.3487988,4.7724419,0.31000000000000005
1286,46.071,33.623,637.0,160,224.6381174,2305.312279,11.3005991,6.4474139,0.16000000000000003
1287,46.076,33.636,713.0,160,843.5200199,2103.764821,6.0842533,3.4817283,0.16000000000000003
1288,46.054,33.677,903.0,160,622.4450832,6811.36563,20.1585922,11.3972778,0.16000000000000003
1289,46.059,33.636,687.0,160,387.2073918,3553.444866,35.2195206,19.4020195,0.16000000000000003
1290,46.078,33.623,591.0,160,275.6861879,1667.566522,16.3180199,9.2678518,0.18493251085000004
1291,46.058,33.688,1184.0,160,892.8198777,7672.688328,32.7332764,18.1249676,0.31000000000000005
1292,46.038,33.711,1134.0,160,275.5896246,5174.883609,3.1342223,1.7951895,0.31000000000000005
1293,46.045,33.697,1019.0,160,560.4123294,6217.849145,30.7888489,17.1129971,0.31000000000000005
1294,46.038,33.686,900.0,160,901.0914263,6226.570433,13.5048895,7.6911993,0.16000000000000003
1295,46.035,33.684,973.0,160,1076.183414,6133.888674,18.3238506,10.3836021,0.0
1296,46.023,33.773,985.0,160,380.3351092,2829.949253,27.7874813,15.529273,0.16000000000000003
1297,46.019,33.787,1000.0,160,734.3528809,1754.086625,16.1534119,9.1759615,0.17844350312500004
1298,46.019,33.819,1396.0,160,1404.18312,2334.098357,37.8604622,20.7368965,0.29
1299,46.953,34.897,1748.0,222,381.1875185,663.7933679,10.785511,6.1558461,0.5752154974075
1300,46.987,34.869,1909.0,222,125.6025019,612.5561598,30.0539932,16.7276211,0.5790582880149999
1301,46.988,34.869,1922.0,222,154.9107806,671.4927117,24.0383873,13.5165281,0.5746380466225
1302,46.989,34.868,1902.0,222,100.6358038,645.6151128,14.633091,8.325058,0.57657886654
1303,46.993,34.883,2123.0,222,699.5881721,2153.555153,43.868,23.6861,0.615
1304,46.718,34.944,1796.0,222,1500.466918,71.43752081,10.5621977,6.0293388,0.45964218593925
1305,46.704,34.954,1669.0,222,1479.536727,454.5894703,19.3850269,10.9707336,0.4309057897275
1306,46.699,34.953,1591.0,222,1172.949914,398.6571645,16.1007862,9.1465731,0.4351007126625
1307,46.692,34.948,1520.0,222,460.2936015,469.0805508,8.9339085,5.1051989,0.58981895869
1308,46.694,34.943,1506.0,222,8.487888691,437.7786058,5.5242548,3.1619511,0.592166604565
1309,46.699,34.929,1694.0,222,867.5256564,223.7664648,24.941637,14.0047674,0.60821751514
1310,47.001,34.967,1526.0,218,312.2222376,3094.427426,35.0833855,19.3325977,0.47500000000000003
1311,47.011,34.973,1641.0,218,1280.329182,2232.253727,31.3537445,17.4081612,0.315
1312,47.002,34.967,1504.0,218,342.7183179,3003.245,26.7578945,14.9802055,0.47500000000000003
1313,47.245,34.824,2267.0,218,640.3614776,4579.64114,11.5986776,6.6159906,0.47500000000000003
1314,46.755,34.238,1482.0,188,339.6014111,11361.25262,32.3989182,17.9517632,0.31000000000000005
1315,47.731,34.601,2026.0,209,715.4332098,3950.199285,28.3574028,15.8319588,0.47500000000000003
1316,46.278,34.981,1373.0,224,325.5925041,318.7545091,82.4489517,39.5052261,0.7110934118175
1317,46.231,34.986,1303.0,224,447.1718281,3879.497585,67.2723312,33.9296417,0.585
1318,47.242,34.826,2257.0,218,869.0976741,4347.628858,22.0577583,12.4389801,0.47500000000000003
1319,47.21,34.839,2280.0,218,1380.956388,2717.865223,37.9209862,20.7672215,0.455
1320,46.286,34.902,1333.0,224,2436.595127,5515.694616,38.0483894,20.8310146,0.365
1321,46.713,34.953,1829.0,222,1858.588229,740.4256701,17.4692268,9.9091377,0.40946807474249997
1322,46.708,34.886,1688.0,222,498.7007637,197.9908914,13.5901957,7.7391949,0.610150683145
1323,46.704,34.886,1641.0,222,391.5300803,18.1436691,11.9981422,6.8417239,0.6236392248175
1324,46.477,34.903,1607.0,224,644.9503361,2015.969463,16.9508991,9.6207008,0.47500000000000003
1325,46.329,34.953,1435.0,224,83.7911578,1259.514933,28.7363071,16.0326958,0.44053638002500006
1326,46.285,34.977,1320.0,224,81.14994329,30.31303962,49.4108009,26.2943478,0.7327265220285
1327,46.472,34.793,1239.0,224,72.29414181,2130.181247,17.9695988,10.1871014,0.38500000000000006
1328,46.466,34.795,1237.0,224,129.9169903,2150.737354,26.6869411,14.9422617,0.38500000000000006
1329,46.463,34.298,1523.0,188,201.7506784,20875.65502,8.4839678,4.8493428,0.4
1330,46.466,34.932,1669.0,224,471.4315454,2618.137707,30.6430531,17.0366631,0.47500000000000003
1331,46.462,34.937,1636.0,224,336.8813444,2622.509767,24.3028584,13.6596947,0.47500000000000003
1332,46.461,34.941,1624.0,224,152.0581634,2727.013798,12.0191936,6.8536143,0.47500000000000003
1333,46.461,34.943,1635.0,224,74.94598816,2775.479013,17.1510563,9.7321424,0.47500000000000003
1334,46.451,34.793,1271.0,224,138.1030312,1894.078398,36.1795692,19.8899059,0.3929441201500001
1335,46.45,34.792,1277.0,224,113.5775709,1758.901273,33.4476051,18.4938545,0.40308240452500005
1336,46.406,34.762,1247.0,224,9.560964086,552.6908171,19.5011196,11.0348263,0.49354818871750006
1337,46.582,34.364,1553.0,188,635.7663957,18757.10832,8.0917835,4.6261711,0.4
1338,46.552,34.377,1655.0,188,601.1902684,18816.6136,24.8538799,13.9574203,0.4
1339,46.536,34.383,1672.0,188,986.3036576,18938.73,14.5340338,8.2694845,0.4
1340,46.534,34.395,1618.0,188,238.3813267,17858.99676,14.2466745,8.10818,0.4
1341,46.533,34.394,1610.0,188,139.3606905,18000.44184,22.0970192,12.4604292,0.4
1342,46.53,34.396,1659.0,188,387.1968462,17938.11151,18.9011135,10.7032738,0.4
1343,46.531,34.393,1610.0,188,42.37491696,18185.99985,15.3920784,8.7503395,0.4
1344,46.53,34.393,1610.0,188,69.01042623,18230.11175,15.0743885,8.5724449,0.4
1345,46.529,34.393,1614.0,188,96.36867753,18274.22285,16.3611202,9.2919054,0.4
1346,46.526,34.394,1638.0,188,246.5412458,18309.21591,17.0676785,9.685729,0.4
1347,46.519,34.386,1753.0,188,989.5750307,19396.66388,17.5094948,9.9315243,0.4
1348,46.532,34.319,1740.0,188,588.0359981,20265.14982,24.5946007,13.8174229,0.4
1349,46.536,34.32,1744.0,188,717.9335347,20275.28127,18.4847622,10.4727764,0.4
1350,46.537,34.321,1752.0,188,707.9092133,20359.53277,14.2428713,8.1060448,0.4
1351,46.533,34.328,1683.0,188,88.13970567,21203.77351,10.9845829,6.2685709,0.4
1352,46.529,34.331,1698.0,188,548.8553776,21621.38192,23.9736977,13.4814835,0.4
1353,46.597,34.368,1526.0,188,383.1954693,17705.30648,5.7012043,3.2630172,0.4
1354,46.548,34.433,1508.0,188,1992.589021,13543.00542,7.2837706,4.165936,0.24
1355,46.549,34.433,1503.0,188,1912.818465,13498.90019,7.343029,4.1997085,0.24
1356,46.474,34.325,1537.0,188,255.0438108,22902.95189,5.3650589,3.0710082,0.4
1357,46.474,34.324,1522.0,188,146.4180728,22805.36898,10.2163153,5.8332787,0.4
1358,46.468,34.38,1667.0,188,187.9233457,22229.25087,6.9358144,3.9675751,0.4
1359,46.469,34.379,1674.0,188,331.8508371,22282.54667,5.408637,3.0959044,0.4
1360,46.469,34.379,1674.0,188,331.8508371,22282.54667,5.408637,3.0959044,0.4
1361,46.48,34.372,1775.0,188,1598.308825,22479.2406,7.6607633,4.3807373,0.24
1362,46.511,34.336,1694.0,188,1354.690392,22646.11779,5.7138596,3.2702446,0.24
1363,46.488,34.419,1620.0,188,1155.296153,17553.14402,10.6439447,6.0756555,0.24
1364,46.464,34.388,1578.0,188,15.18960704,21634.16158,6.1197648,3.5019994,0.4
1365,46.502,34.331,1628.0,188,1006.499678,22415.86336,9.4505568,5.398736,0.24
1366,46.503,34.331,1645.0,188,992.3427328,22382.01177,15.4342546,8.7739439,0.4
1367,46.476,34.596,1777.0,224,1108.928912,2730.959488,4.7623925,2.7265897,0.315
1368,46.503,34.331,1645.0,188,992.3427328,22382.01177,15.4342546,8.7739439,0.4
1369,46.498,34.327,1594.0,188,633.2084321,22145.4319,7.1435885,4.0860338,0.4
1370,46.497,34.326,1592.0,188,565.080684,22079.66302,11.1104431,6.3398137,0.4
1371,46.496,34.275,1593.0,188,125.6616183,17080.73222,3.0643053,1.7551683,0.4
1372,46.421,34.339,1426.0,188,19.18643821,26821.9502,1.9380368,1.1102743,0.31000000000000005
1373,46.421,34.344,1448.0,188,356.1388701,27272.75208,7.4115653,4.2387643,0.31000000000000005
1374,46.458,34.308,1529.0,188,384.607779,22051.13593,23.1225052,13.0194101,0.4
1375,46.456,34.305,1494.0,188,12.80816882,21881.06069,3.5856702,2.0535579,0.31000000000000005
1376,46.339,34.358,1572.0,188,263.7561846,22315.67005,26.6408901,14.9176273,0.4
1377,46.344,34.363,1631.0,188,320.5071729,22551.14002,8.6170158,4.9250207,0.4
1378,46.355,34.357,1653.0,188,215.7485564,23730.06748,37.3451843,20.4782391,0.54
1379,46.325,34.364,1680.0,188,225.9107344,20874.08729,45.3113251,24.3759098,0.54
1380,46.348,34.392,1593.0,188,1379.501789,22038.06216,3.1628983,1.8116033,0.24
1381,46.347,34.389,1611.0,188,1678.677126,22017.03186,8.222394,4.7005105,0.24
1382,46.51,34.339,1707.0,188,1685.026355,22990.65675,17.443367,9.8947582,0.24
1383,46.55,34.431,1491.0,188,1727.178802,13649.44119,8.5939341,4.9118929,0.15
1384,46.219,34.292,1592.0,188,1937.353081,18279.21536,16.3710518,9.2974463,0.24
1385,46.248,34.286,1658.0,188,19.10253702,20354.01376,27.9882107,15.6359825,0.4
1386,46.523,34.396,1664.0,188,582.3303981,18246.86153,25.9771729,14.561965,0.4
1387,46.543,34.323,1803.0,188,428.3508547,20445.79107,14.9782495,8.5185776,0.4
1388,46.468,34.375,1630.0,188,715.3178383,22716.07916,17.6737328,10.0228014,0.4
1389,46.34,34.357,1566.0,188,350.8604526,22441.98619,13.706625,7.8046842,0.4
1390,46.333,34.365,1637.0,188,478.2168594,21524.16789,23.8642292,13.4221573,0.4
1391,46.332,34.364,1661.0,188,409.0345326,21476.27471,37.5457954,20.5790462,0.54
1392,47.025,33.849,1315.0,179,316.4374916,5098.726548,13.3759108,7.6186109,0.31000000000000005
1393,47.028,33.837,1293.0,179,701.036438,6406.052082,22.9979973,12.9516754,0.31000000000000005
1394,47.236,33.836,1293.0,179,990.0331743,2997.579319,5.0315795,2.8804536,0.31000000000000005
1395,46.998,34.864,1975.0,222,716.7138887,691.1834914,12.2173786,6.9655228,0.573161238145
1396,46.983,34.85,1965.0,222,1038.66514,1334.873267,25.8601265,14.4991245,0.364884504975
1397,46.706,34.306,1368.0,188,406.7011995,10174.55204,1.1402409,0.6532816,0.31000000000000005
1398,46.7,34.298,1374.0,188,1451.214516,11065.03755,0.9690184,0.5551893,0.15
1399,46.711,34.994,1842.0,222,2269.945901,127.9359949,32.5324097,18.0209541,0.45540480038250003
1400,47.631,34.06,1456.0,199,65.03757455,3910.290908,5.0494919,2.8906908,0.31000000000000005
1401,47.087,33.317,1517.0,176,2567.850369,12548.64706,13.0354242,7.4268703,0.24
1402,47.947,33.437,989.0,200,344.5640751,5478.309031,31.1039467,17.2777557,0.16000000000000003
1403,47.957,33.424,913.0,200,145.0903942,5221.392353,9.4352589,5.390048,0.16000000000000003
1404,47.904,33.332,860.0,200,368.6189924,16044.19657,9.8839149,5.644732,0.16000000000000003
1405,47.906,33.336,901.0,200,321.729789,15574.98914,38.5233459,21.0683537,0.30000000000000004
1406,47.908,33.346,902.0,200,124.2706214,14574.52931,61.0111732,31.3878574,0.36000000000000004
1407,47.947,33.947,1907.0,198,3050.866929,4444.444112,24.236639,13.6238642,0.24
1408,49.115,33.753,2076.0,238,123.0082803,2014.526081,14.0295458,7.9862127,0.47500000000000003
1409,48.415,34.07,1775.0,208,81.61912884,2217.210675,8.0178022,4.5840564,0.47500000000000003
1410,48.291,34.415,1844.0,208,448.6835464,5252.851995,33.5354881,18.5391293,0.47500000000000003
1411,48.404,34.092,1786.0,208,1343.738955,1202.670655,13.122406,7.4758692,0.374799700875
1412,48.259,34.414,1835.0,208,143.3889188,4209.270635,27.8011265,15.5365295,0.47500000000000003
1413,48.451,34.824,1856.0,202,16.23418202,9735.854387,24.1014061,13.5506573,0.47500000000000003
1414,48.487,34.752,2168.0,202,266.8559844,4059.000161,23.148262,13.0334187,0.47500000000000003
1415,48.433,34.82,1957.0,202,443.7353867,10736.43053,16.8697433,9.5754938,0.47500000000000003
1416,48.156,34.439,1802.0,208,939.8662096,817.1093252,19.4176025,10.9887209,0.56371680061
1417,48.376,34.05,1838.0,208,132.1229074,1011.98421,17.9424458,10.1720295,0.54910118425
1418,48.376,34.05,1838.0,208,132.1229074,1011.98421,17.9424458,10.1720295,0.54910118425
1419,48.563,34.672,2421.0,203,671.8304453,1570.626807,23.417387,13.1796865,0.507202989475
1420,48.563,34.672,2421.0,203,671.8304453,1570.626807,23.417387,13.1796865,0.507202989475
1421,48.296,34.785,2272.0,202,87.5570588,5615.881716,18.0297928,10.2205067,0.47500000000000003
1422,48.297,34.785,2247.0,202,40.98867511,5689.243189,14.2530107,8.1117382,0.47500000000000003
1423,48.416,34.065,1772.0,208,66.29412504,2055.890745,8.3358116,4.7650518,0.47500000000000003
1424,48.735,34.604,1989.0,203,164.0858993,3656.79087,2.5848253,1.4806662,0.47500000000000003
1425,48.735,34.603,1989.0,203,88.98621364,3633.617129,2.3197355,1.3288722,0.47500000000000003
1426,48.675,34.66,2277.0,203,1093.277447,6.464784648,5.4019556,3.0920873,0.46451514115139997
1427,48.734,34.605,2005.0,203,165.7423925,3594.469503,3.8008029,2.176652,0.47500000000000003
1428,49.044,34.25,1992.0,225,1063.516543,2961.86219,7.0724559,4.0454826,0.315
1429,48.408,34.068,1779.0,208,363.8986924,2075.06542,29.5828476,16.4797173,0.47500000000000003
1430,48.6,33.783,1817.0,228,25.68115895,1990.515421,14.4730263,8.2352505,0.47571134342500004
1431,48.083,33.917,2111.0,215,1301.34717,457.5756836,6.6378169,3.7976179,0.43068182373
1432,47.861,34.006,1991.0,199,1482.358467,1609.625742,21.2513828,11.9976578,0.26927806935
1433,47.85,34.0,2145.0,199,2646.265834,395.2227866,19.0987988,10.8125916,0.360358291005
1434,48.775,33.483,1873.0,244,1121.342197,6910.966785,27.0745506,15.1493807,0.315
1435,48.753,33.317,1819.0,244,247.5079001,8983.95983,12.0686712,6.8815575,0.47500000000000003
1436,49.011,33.45,1779.0,252,1149.014439,6145.795864,21.7186871,12.2535887,0.36
1437,47.965,33.486,1024.0,200,619.1164222,5389.865197,25.194479,14.1410685,0.31000000000000005
1438,47.965,33.486,1024.0,200,619.1164222,5389.865197,25.194479,14.1410685,0.31000000000000005
1439,48.464,33.561,1508.0,215,52.58169419,536.8404942,10.8339548,6.1832824,0.584736962935
1440,49.328,33.882,2080.0,238,296.8047277,17458.24953,4.7850885,2.7395642,0.47500000000000003
1441,49.203,34.196,2212.0,225,1391.856907,2582.543148,28.0294724,15.6579037,0.315
1442,49.074,33.961,2215.0,238,58.76832787,13417.39512,3.1628983,1.8116033,0.47500000000000003
1443,49.044,33.898,2132.0,238,18.78693555,13197.59413,11.0566788,6.3093829,0.47500000000000003
1444,49.046,33.899,2127.0,238,23.49437369,13370.98884,2.0201545,1.1573058,0.47500000000000003
1445,49.038,33.897,2113.0,238,117.971505,12893.20237,7.0083342,4.008925,0.47500000000000003
1446,49.334,33.813,2234.0,238,376.0724478,19801.24407,4.6394711,2.6563163,0.47500000000000003
1447,49.131,33.869,2170.0,238,250.1494072,13994.67089,14.1449118,8.0510263,0.47500000000000003
1448,49.127,33.868,2159.0,238,9.180645739,13725.71418,7.6395192,4.3686366,0.47500000000000003
1449,49.131,33.866,2148.0,238,41.00073582,13699.33098,2.5848253,1.4806662,0.47500000000000003
1450,49.129,33.873,2179.0,238,149.7751622,14303.20594,9.2007694,5.2568521,0.47500000000000003
1451,49.129,33.864,2187.0,238,242.0703248,13417.17721,7.9907303,4.568644,0.47500000000000003
1452,48.467,33.567,1600.0,215,616.7197893,21.11456584,10.3340607,5.9000373,0.623416407562
1453,48.467,33.56,1518.0,215,139.8254415,342.7316791,5.5144396,3.1563444,0.5992951240675
1454,47.979,33.996,1732.0,198,2886.81258,4671.290666,8.2267847,4.7030096,0.24
1455,47.979,33.997,1741.0,198,2992.736273,4777.383132,9.2477522,5.2835441,0.24
1456,47.979,33.997,1741.0,198,2992.736273,4777.383132,9.2477522,5.2835441,0.24
1457,47.978,33.997,1729.0,198,2966.775705,4804.862116,12.269001,6.9946632,0.24
1458,47.978,33.985,1689.0,198,1704.287999,3561.129582,5.5144396,3.1563444,0.24
1459,47.978,33.985,1689.0,198,1704.287999,3561.129582,5.5144396,3.1563444,0.24
1460,48.416,34.065,1772.0,208,66.29412504,2055.890745,8.3358116,4.7650518,0.47500000000000003
1461,49.348,33.834,2194.0,238,127.1014618,22223.57443,35.8536797,19.7246246,0.47500000000000003
1462,49.405,33.771,2244.0,238,2314.233521,17903.38024,6.3514361,3.6342232,0.315
1463,49.263,33.883,2199.0,238,2054.084122,15609.74865,4.2195759,2.4162056,0.315
1464,49.141,33.85,2161.0,238,295.7391506,12551.46125,20.4193687,11.5407839,0.47500000000000003
1465,49.265,33.876,2334.0,238,2482.848147,16402.58119,27.785532,15.5282364,0.315
1466,48.964,33.909,2203.0,228,287.3249026,10742.59598,6.7162457,3.8423548,0.47500000000000003
1467,48.986,33.934,2063.0,228,234.5388881,8883.922683,11.0190516,6.2880836,0.47500000000000003
1468,48.965,33.864,2235.0,228,773.9492793,8058.687584,7.0340528,4.0235882,0.47500000000000003
1469,48.976,33.938,2013.0,228,25.70971183,8058.883887,9.6939106,5.536901,0.47500000000000003
1470,48.685,33.869,1857.0,228,261.4509469,514.4098577,37.433567,20.5226669,0.7264192606725
1471,48.675,33.481,2042.0,244,2313.137897,5106.982792,20.2417278,11.4430437,0.315
1472,48.636,33.481,1885.0,244,1002.081017,3416.238665,36.3707237,19.9866924,0.315
1473,48.559,34.706,2309.0,203,1196.105121,1511.048431,28.4863777,15.9003325,0.351671367675
1474,48.165,34.802,1924.0,202,196.4400686,5124.883176,28.0333366,15.6599569,0.47500000000000003
1475,48.176,34.829,2200.0,202,972.013427,6105.477164,12.9255238,7.3649459,0.47500000000000003
1476,48.026,34.864,1802.0,202,762.0982573,6584.336912,6.3172269,3.6147013,0.47500000000000003
1477,48.328,34.102,2065.0,208,706.2528451,3764.083623,17.3478661,9.8416471,0.47500000000000003
1478,48.02,34.001,1930.0,208,2069.108435,2981.602036,19.4631176,11.0138493,0.315
1479,48.409,34.078,1743.0,208,311.0831393,1991.685999,3.2474074,1.8599738,0.475623550075
